car,price,body,mileage,engV,engType,registration,year,model,drive,purchase_date
Land Rover,102999,crossover,39,5,Petrol,yes,2014,Range Rover,full,20-04-2001
Peugeot,8500,van,135,1.6,Diesel,yes,2009,Partner пасс.,front,23-04-2001
Hyundai,29999,crossover,52,2.2,Diesel,yes,2014,Santa FE,full,24-04-2001
Suzuki,11500,crossover,101,2,Petrol,yes,2008,Grand Vitara,full,25-04-2001
Kia,20500,crossover,98,2,Petrol,yes,2011,Sportage,full,26-04-2001
BMW,89999,crossover,17,4.4,Petrol,yes,2015,X6 M,full,27-04-2001
Renault,7800,vagon,120,1.5,Diesel,yes,2008,Megane,front,30-04-2001
Lexus,16500,sedan,115,3,Petrol,yes,2007,GS 300,rear,02-05-2001
Renault,10600,vagon,220,2.5,Other,yes,2006,Trafic пасс.,front,03-05-2001
Audi,37800,other,126,3,Diesel,yes,2010,Q7,full,04-05-2001
Volkswagen,8800,van,93,1.6,Diesel,yes,2012,Caddy груз.,front,07-05-2001
BMW,8500,sedan,284,1.9,Gas,yes,2000,316,rear,08-05-2001
Toyota,25900,crossover,97,4,Petrol,yes,2009,Land Cruiser Prado,full,09-05-2001
Land Rover,95000,crossover,60,5,Petrol,yes,2014,Range Rover,full,10-05-2001
Toyota,36000,crossover,940,NA,Other,yes,2009,Land Cruiser 200,,11-05-2001
Subaru,8000,crossover,210,2,Petrol,yes,2005,Forester,full,14-05-2001
BMW,2550,sedan,280,1.6,Petrol,no,2000,316,rear,15-05-2001
Nissan,18500,hatch,9,NA,Other,yes,2015,Leaf,front,16-05-2001
Nissan,20999,hatch,12,NA,Other,yes,2015,Leaf,front,17-05-2001
Nissan,14999,hatch,31,1,Other,yes,2013,Leaf,front,18-05-2001
Mercedes-Benz,12600,sedan,123,3.2,Petrol,yes,2000,S 320,rear,21-05-2001
Tesla,85500,sedan,1,NA,Other,yes,2016,Model S,full,22-05-2001
Renault,18456.1611,crossover,1,1.5,Diesel,yes,2016,Duster,full,23-05-2001
Mercedes-Benz,8200,sedan,280,2.4,Gas,yes,1997,E-Class,rear,24-05-2001
Mazda,12500,sedan,89,2,Petrol,yes,2009,6,front,25-05-2001
Peugeot,8300,vagon,135,2,Petrol,yes,2008,307,front,28-05-2001
Audi,4150,sedan,220,2.5,Diesel,no,1999,A8,front,29-05-2001
Audi,46000,sedan,170,4.2,Diesel,yes,2011,A8,full,30-05-2001
Toyota,28700,crossover,100,3.5,Petrol,yes,2012,Highlander,full,31-05-2001
Daewoo,3499,hatch,104,0.8,Petrol,yes,2008,Matiz,front,01-06-2001
Skoda,7650,sedan,119,1.8,Gas,yes,2006,Octavia Tour,front,04-06-2001
Audi,2411,sedan,240,1.6,Other,yes,1987,80,front,05-06-2001
Volkswagen,8900,van,272,1.9,Diesel,yes,2005,Caddy пасс.,front,06-06-2001
Renault,11500,vagon,230,1.5,Diesel,yes,2012,Megane,front,07-06-2001
Volkswagen,4500,van,380,2,Diesel,yes,2004,Caddy груз.,front,08-06-2001
Hyundai,9600,sedan,98,1.4,Petrol,yes,2011,Accent,front,11-06-2001
Ford,5900,hatch,138,1.4,Petrol,yes,2008,Fiesta,front,12-06-2001
Mercedes-Benz,9900,sedan,275,2.2,Other,yes,2005,E-Class,rear,13-06-2001
Toyota,15300,crossover,130,2,Petrol,yes,2008,Rav 4,full,14-06-2001
Nissan,9300,hatch,97,1.2,Petrol,yes,2010,Micra,front,15-06-2001
Renault,12499,van,78,2,Diesel,yes,2012,Trafic пасс.,front,18-06-2001
Nissan,15000,crossover,46,1.6,Petrol,yes,2013,Juke,front,19-06-2001
Toyota,37700,crossover,47,5.7,Gas,yes,2009,Sequoia,full,20-06-2001
BMW,8000,sedan,330,NA,Diesel,yes,1997,525,rear,22-06-2001
Smart,6500,other,110,1,Petrol,yes,2007,Fortwo,rear,25-06-2001
Suzuki,9650,crossover,81,2,Petrol,yes,2006,Grand Vitara,full,26-06-2001
Volkswagen,7000,sedan,185,2.8,Gas,yes,2004,Passat B5,full,27-06-2001
Honda,13200,sedan,100,1.8,Petrol,yes,2012,Civic,front,28-06-2001
Honda,13400,sedan,38,1.8,Petrol,yes,2012,Civic,front,29-06-2001
Suzuki,6999,crossover,203,2,Petrol,yes,2002,Grand Vitara,full,03-07-2001
BMW,34600,crossover,163,5,Petrol,yes,2011,X5 M,full,11-07-2001
Audi,1300,sedan,250,NA,Gas,no,1994,80,front,26-07-2001
Kia,23999,crossover,14,2.2,Diesel,yes,2012,Sorento,full,07-08-2001
Opel,1600,sedan,280,2.3,Diesel,yes,1987,Omega,rear,13-08-2001
Mercedes-Benz,35900,crossover,254,5,Gas,yes,2004,G 500,full,16-08-2001
Ford,16400,crossover,87,2.5,Petrol,yes,2010,Kuga,full,20-08-2001
Hyundai,8900,sedan,138,1.4,Petrol,yes,2011,Accent,front,27-08-2001
Subaru,38900,crossover,0,2,Diesel,yes,2016,Forester,full,28-08-2001
Renault,13200,van,230,2,Diesel,yes,2009,Trafic пасс.,front,29-08-2001
Toyota,26500,crossover,21,2,Petrol,yes,2013,Rav 4,full,30-08-2001
Volkswagen,7800,van,282,2.5,Diesel,yes,2000,T4 (Transporter) пасс.,front,31-08-2001
Mercedes-Benz,109999,crossover,1,3,Diesel,yes,2016,GLS 350,full,12-09-2001
Audi,24900,sedan,163,4.2,Diesel,yes,2008,A8,full,17-09-2001
Lexus,27500,crossover,150,4.7,Gas,yes,2005,LX 470,full,21-09-2001
Volkswagen,0,vagon,217,2,Diesel,no,2008,Passat B6,full,25-09-2001
Daewoo,3950,hatch,36,0.8,Petrol,yes,2011,Matiz,front,27-09-2001
Tesla,58000,sedan,8,NA,Other,yes,2013,Model S,front,28-09-2001
BMW,63500,crossover,33,3,Petrol,yes,2015,X5,full,01-10-2001
Lexus,57800,crossover,60,5.7,Petrol,yes,2011,LX 570,full,03-10-2001
Renault,6800,van,131,1.5,Diesel,yes,2013,Kangoo груз.,front,04-10-2001
Tesla,59000,sedan,30,NA,Other,yes,2013,Model S,rear,05-10-2001
Nissan,19000,crossover,70,1.6,Petrol,yes,2012,Qashqai,front,09-10-2001
Toyota,14700,sedan,131,3.5,Gas,yes,2007,Camry,front,11-10-2001
Smart,10700,other,23,1,Petrol,yes,2014,Fortwo,,12-10-2001
Mercedes-Benz,41900,sedan,95,6.2,Petrol,yes,2011,S 500,,15-10-2001
Lexus,6000,sedan,350,3,Petrol,yes,1996,GS 300,rear,17-10-2001
Toyota,23000,other,211,4,Gas,yes,2007,Land Cruiser Prado,full,22-10-2001
Mazda,2700,other,450,2,Gas,yes,1989,626,front,24-10-2001
Hyundai,6200,hatch,121,1.4,Gas,yes,2008,Getz,front,25-10-2001
Toyota,28900,crossover,20,2.5,Petrol,yes,2013,Rav 4,full,31-10-2001
Volkswagen,19100,sedan,4,1.6,Other,yes,2016,Jetta,front,07-11-2001
BMW,1500,sedan,270,2.5,Diesel,no,1992,525,rear,09-11-2001
Renault,5400,vagon,181,1.5,Diesel,no,2010,Megane,front,12-11-2001
Nissan,15700,hatch,22,0.11,Other,yes,2013,Leaf,front,15-11-2001
BMW,26900,crossover,170,3,Diesel,yes,2008,X5,full,19-11-2001
Volkswagen,10600,van,120,2,Diesel,yes,2007,Touran,front,20-11-2001
Honda,16777,sedan,77,2.4,Petrol,yes,2011,Accord,front,21-11-2001
Land Rover,102999,crossover,39,5,Petrol,yes,2014,Range Rover,full,22-11-2001
Mitsubishi,16900,crossover,126,3,Gas,yes,2008,Pajero Wagon,full,23-11-2001
BMW,8500,other,265,2.8,Gas,yes,1998,328,rear,26-11-2001
Mercedes-Benz,17800,van,162,1.8,Diesel,yes,2012,B 180,front,27-11-2001
Mercedes-Benz,20300,sedan,198,1.8,Gas,yes,2011,E-Class,rear,28-11-2001
Mitsubishi,7200,sedan,83,1.6,Other,yes,2007,Lancer,front,29-11-2001
Volkswagen,8599,van,169,1.6,Diesel,yes,2011,Caddy груз.,front,03-12-2001
BMW,6400,other,220,2.5,Petrol,yes,1997,323,rear,04-12-2001
Ford,6450,hatch,150,1.4,Petrol,yes,2007,Fiesta,front,05-12-2001
Audi,3600,sedan,374,2.5,Diesel,no,2001,A8,full,06-12-2001
Chevrolet,5999,sedan,121,1.6,Petrol,yes,2008,Lacetti,front,07-12-2001
Mazda,25000,sedan,0,2,Other,yes,2016,6,front,10-12-2001
Ford,6450,hatch,149,1.4,Petrol,yes,2007,Fiesta,front,11-12-2001
Land Rover,47500,crossover,63,4.4,Diesel,yes,2012,Range Rover,full,12-12-2001
Ford,6450,hatch,150,1.4,Petrol,yes,2007,Fiesta,front,13-12-2001
Subaru,10500,sedan,125,2,Petrol,yes,2007,Legacy,full,18-12-2001
BMW,28900,sedan,78,2,Petrol,yes,2012,528,rear,19-12-2001
Toyota,15500,crossover,165,2.7,Gas,yes,2005,Land Cruiser Prado,full,20-12-2001
Nissan,15656.589,crossover,0,1.6,Petrol,yes,2016,Juke,front,21-12-2001
Opel,6700,sedan,335,2.5,Gas,yes,1998,Omega,rear,24-12-2001
Tesla,159600,sedan,7,NA,Other,yes,2016,Model S,rear,26-12-2001
Peugeot,6000,sedan,171,2,Petrol,yes,2006,407,front,27-12-2001
Nissan,6700,sedan,80,1.8,Petrol,yes,2003,Primera,front,31-12-2001
Lexus,15000,sedan,147,2.5,Other,yes,2007,IS 250,rear,01-01-2002
Nissan,16800,crossover,70,2,Petrol,yes,2013,Qashqai,,02-01-2002
Land Rover,99000,crossover,50,4.4,Diesel,yes,2013,Range Rover,full,03-01-2002
Mercedes-Benz,6999,sedan,288,3.2,Gas,yes,2001,E-Class,rear,07-01-2002
Land Rover,52000,crossover,70,4.4,Diesel,yes,2012,Range Rover,full,08-01-2002
Porsche,60000,other,11,3.8,Petrol,yes,2010,911,rear,09-01-2002
Mercedes-Benz,72700,van,42,2.2,Diesel,yes,2014,V 250,full,10-01-2002
Opel,4200,sedan,290,2,Petrol,yes,1997,Omega,rear,11-01-2002
Mazda,6800,hatch,208,2,Petrol,yes,2003,6,front,14-01-2002
Mercedes-Benz,13500,sedan,317,5,Petrol,yes,2001,S 500,rear,15-01-2002
Volkswagen,11000,vagon,210,1.9,Diesel,yes,2008,Touran,front,16-01-2002
Subaru,17000,crossover,28,2,Petrol,yes,2010,Forester,full,17-01-2002
Toyota,39000,crossover,88,4.5,Diesel,yes,2009,Land Cruiser 200,full,18-01-2002
Mercedes-Benz,53500,crossover,46,5.5,Petrol,yes,2008,G 500,full,21-01-2002
Toyota,28999,sedan,86,3.5,Petrol,yes,2013,Camry,front,22-01-2002
Honda,13700,sedan,120,3.5,Petrol,yes,2008,Accord,front,23-01-2002
BMW,42000,sedan,5,2,Petrol,yes,2016,520,rear,24-01-2002
Subaru,12200,other,103,2,Diesel,yes,2009,Legacy,full,25-01-2002
Hyundai,25600,crossover,94,2,Diesel,yes,2013,IX35,full,28-01-2002
Volkswagen,12000,sedan,186,3.2,Petrol,yes,2006,Passat B6,full,29-01-2002
Audi,2850,vagon,280,2.5,Diesel,no,1999,A6,,30-01-2002
Subaru,9700,crossover,230,2.5,Gas,yes,2006,Forester,full,31-01-2002
Chevrolet,8800,sedan,110,1.6,Gas,yes,2013,Lacetti,full,01-02-2002
Volkswagen,8900,other,180,1.9,Diesel,yes,2010,Caddy груз.,front,04-02-2002
Land Rover,169900,crossover,0,4.4,Diesel,yes,2016,Range Rover,full,05-02-2002
BMW,75555,sedan,30,4.4,Petrol,yes,2014,550,full,06-02-2002
Land Rover,95555,crossover,60,4.4,Diesel,yes,2014,Range Rover,full,07-02-2002
BMW,42900,sedan,2,2,Petrol,yes,2016,520,rear,08-02-2002
Opel,10950,sedan,44,1.6,Gas,yes,2012,Astra H,front,11-02-2002
Mazda,2800,hatch,100,2,Petrol,yes,1992,626,front,12-02-2002
Land Rover,79450,other,0,NA,Diesel,yes,2016,Range Rover Sport,,13-02-2002
Subaru,8400,sedan,170,3,Petrol,yes,2004,Legacy,full,14-02-2002
Toyota,12900,sedan,177,2.4,Gas,yes,2009,Camry,front,15-02-2002
Toyota,8900,sedan,115,1.6,Petrol,yes,2008,Corolla,front,18-02-2002
Ford,2500,sedan,313,1.6,Petrol,yes,1993,Mondeo,front,19-02-2002
Renault,9500,vagon,78,1.5,Diesel,yes,2014,Kangoo груз.,front,20-02-2002
Opel,6800,vagon,170,1.3,Diesel,yes,2006,Astra H,front,21-02-2002
BMW,26999,crossover,180,4.8,Gas,yes,2008,X5,full,22-02-2002
Renault,7250,van,83,NA,Other,yes,2013,Kangoo груз.,,25-02-2002
Toyota,27700,sedan,21,2.5,Petrol,yes,2015,Camry,front,26-02-2002
Subaru,29500,crossover,0,2.5,Petrol,yes,2015,Forester,full,27-02-2002
Renault,5300,van,145,1.5,Other,yes,2010,Kangoo груз.,front,28-02-2002
Toyota,9100,sedan,151,1.6,Gas,yes,2007,Corolla,front,01-03-2002
Subaru,14300,crossover,110,2.5,Petrol,yes,2008,Forester,full,04-03-2002
Ford,14999,crossover,79,2.5,Petrol,yes,2013,Kuga,full,05-03-2002
BMW,6500,sedan,298,2.5,Petrol,yes,1998,523,rear,06-03-2002
Renault,6600,van,134,1.5,Diesel,yes,2011,Kangoo груз.,front,07-03-2002
Chevrolet,5450,sedan,242,1.6,Gas,yes,2004,Lacetti,front,08-03-2002
Audi,23800,crossover,205,4.2,Gas,yes,2007,Q7,full,11-03-2002
Toyota,20859.15,crossover,1,2,Petrol,yes,2016,Rav 4,front,12-03-2002
Volkswagen,33700,van,11,1.4,Petrol,yes,2016,Touran,front,13-03-2002
Volkswagen,13000,sedan,140,2,Petrol,yes,2006,Jetta,front,14-03-2002
Nissan,13300,crossover,127,3.5,Gas,yes,2007,Murano,full,15-03-2002
Land Rover,44000,crossover,99,5,Petrol,yes,2010,Range Rover,full,18-03-2002
Hyundai,39900,crossover,0,2.2,Diesel,yes,2016,Santa FE,full,19-03-2002
Volkswagen,19000,sedan,109,1.8,Petrol,yes,2012,Passat B7,front,20-03-2002
Ford,7200,hatch,114,1.4,Gas,yes,2009,Focus,front,21-03-2002
Lexus,19999,crossover,142,3.5,Gas,yes,2008,RX 350,full,22-03-2002
Toyota,32000,sedan,22,2.5,Petrol,yes,2015,Camry,front,26-03-2002
BMW,2200,sedan,303,2.5,Diesel,no,1999,525,rear,27-03-2002
BMW,3100,vagon,1,2,Diesel,no,2002,320,rear,28-03-2002
Toyota,35500,crossover,165,4,Gas,yes,2011,Land Cruiser Prado,full,01-04-2002
Kia,11200,sedan,60,1.6,Petrol,yes,2012,Rio,front,02-04-2002
BMW,0,crossover,5,3,Diesel,yes,2016,X6,full,03-04-2002
Smart,8800,other,26,1,Petrol,yes,2011,Fortwo,rear,04-04-2002
Mitsubishi,8000,crossover,220,2.4,Gas,yes,2004,Outlander,full,05-04-2002
Chevrolet,7800,vagon,142,1.8,Gas,yes,2010,Lacetti,front,08-04-2002
Skoda,8500,sedan,149,1.6,Gas,yes,2008,Octavia Tour,front,09-04-2002
Volkswagen,13499,sedan,162,1.4,Petrol,yes,2012,Passat B7,front,10-04-2002
Smart,4200,other,130,99.99,Petrol,yes,2002,Fortwo,,11-04-2002
Volkswagen,11500,other,189,2,Diesel,yes,2011,Caddy груз.,front,12-04-2002
Hyundai,37400,crossover,0,2.2,Diesel,yes,2016,Santa FE,full,15-04-2002
Renault,10999,van,207,2,Diesel,yes,2012,Trafic груз.,front,16-04-2002
Mercedes-Benz,3500,van,395,2.3,Diesel,no,1997,Vito пасс.,front,17-04-2002
Peugeot,17895.15,hatch,0,1.6,Diesel,yes,2016,308,front,18-04-2002
Honda,13950,sedan,143,2,Petrol,yes,2008,Accord,rear,19-04-2002
Mercedes-Benz,43500,sedan,59,4.6,Petrol,yes,2011,S 500,full,22-04-2002
Hyundai,18900,crossover,145,2,Gas,yes,2011,IX35,full,23-04-2002
Chery,3500,sedan,83,1.6,Petrol,yes,2008,Amulet,front,24-04-2002
Lexus,0,crossover,22,4.5,Diesel,yes,2016,LX 450,full,25-04-2002
Bentley,85000,other,20,6,Petrol,yes,2008,Continental,full,26-04-2002
BMW,0,sedan,240,2.8,Gas,yes,1997,528,rear,29-04-2002
Volkswagen,23000,sedan,75,2,Petrol,yes,2013,Passat CC,,30-04-2002
Hyundai,10800,crossover,142,2,Diesel,yes,2007,Tucson,full,02-05-2002
Audi,4850,sedan,270,2.6,Petrol,yes,1995,A6,front,03-05-2002
Audi,16000,sedan,250,2,Diesel,yes,2008,A6,,06-05-2002
Mercedes-Benz,7900,other,206,2.2,Diesel,yes,2004,Vito пасс.,rear,07-05-2002
Infiniti,33800,crossover,44,3.7,Petrol,yes,2012,FX 37,full,08-05-2002
Ford,8900,sedan,117,2,Petrol,yes,2008,Mondeo,front,09-05-2002
Honda,9850,sedan,140,2,Petrol,yes,2006,Accord,front,10-05-2002
Nissan,14500,crossover,151,2.5,Diesel,yes,2006,Pathfinder,full,13-05-2002
BMW,13700,crossover,270,4.6,Gas,yes,2004,X5,full,14-05-2002
BMW,2900,vagon,236,2,Diesel,no,2001,320,rear,15-05-2002
Volkswagen,8500,other,200,1.6,Diesel,yes,2011,Caddy груз.,front,16-05-2002
Mazda,13500,crossover,69,NA,Petrol,yes,2008,CX-7,full,17-05-2002
Honda,4800,sedan,1,1.6,Petrol,yes,1999,Civic,front,20-05-2002
Mercedes-Benz,13600,van,190,2.2,Diesel,yes,2009,Vito пасс.,rear,21-05-2002
Land Rover,53500,crossover,57,3,Diesel,yes,2013,Range Rover Sport,full,22-05-2002
Nissan,16600,crossover,83,2,Petrol,yes,2013,X-Trail,full,23-05-2002
Nissan,12300,sedan,115,2.5,Petrol,yes,2009,Teana,front,24-05-2002
Smart,2300,hatch,91,0.6,Petrol,no,2002,Fortwo,rear,27-05-2002
Lexus,74777,crossover,63,5.7,Gas,yes,2012,LX 570,full,28-05-2002
Honda,14700,sedan,93,2,Petrol,yes,2009,Accord,,29-05-2002
Mitsubishi,9500,crossover,225,2.4,Gas,yes,2004,Outlander,full,30-05-2002
Daewoo,3650,sedan,64,1.4,Petrol,yes,2008,Lanos,front,31-05-2002
Hyundai,16300,crossover,125,2.7,Gas,yes,2007,Santa FE,full,03-06-2002
Ford,12000,hatch,44,1,Petrol,yes,2013,Focus,front,04-06-2002
Toyota,3700,hatch,282,1.4,Petrol,yes,1995,Corolla,front,05-06-2002
Hyundai,10800,crossover,106,2,Gas,yes,2007,Tucson,full,06-06-2002
BMW,10999,sedan,225,3,Diesel,yes,2003,530,rear,07-06-2002
Mercedes-Benz,0,crossover,63,5.5,Petrol,yes,2011,GL 550,full,10-06-2002
Land Rover,85900,crossover,60,3,Diesel,yes,2013,Range Rover Sport,full,11-06-2002
Land Rover,39900,crossover,120,5,Petrol,yes,2012,Range Rover,full,12-06-2002
Renault,7899,van,129,1.5,Other,yes,2014,Kangoo груз.,front,13-06-2002
Toyota,11700,sedan,131,2.4,Petrol,yes,2007,Camry,front,14-06-2002
Volkswagen,14500,sedan,1,1.6,Other,yes,2016,Polo,front,17-06-2002
Mercedes-Benz,15300,other,120,2.6,Petrol,yes,2004,CLK 240,rear,18-06-2002
Mercedes-Benz,35500,crossover,99,5,Gas,yes,2005,G 63 AMG,full,19-06-2002
BMW,6500,sedan,335,2.8,Petrol,yes,1996,528,rear,20-06-2002
Mercedes-Benz,44000,other,82,5.5,Petrol,yes,2010,S 500,full,21-06-2002
Mercedes-Benz,12000,van,177,NA,Diesel,yes,2013,Vito груз.,rear,24-06-2002
Ford,10400,hatch,45,1,Petrol,yes,2013,Focus,front,25-06-2002
VAZ,0,sedan,13,1.6,Petrol,yes,2012,2115,front,26-06-2002
Nissan,18000,hatch,45,NA,Other,yes,2013,Leaf,front,27-06-2002
Nissan,12500,crossover,107,2,Gas,yes,2008,Qashqai,full,28-06-2002
BMW,32500,crossover,152,3,Diesel,yes,2008,X5,full,01-07-2002
Toyota,24000,crossover,73,4,Petrol,yes,2008,Land Cruiser Prado,full,02-07-2002
Audi,29602.95,sedan,1,1.4,Petrol,yes,2016,A4,front,03-07-2002
Volkswagen,13500,van,124,2,Diesel,yes,2013,T5 (Transporter) груз,front,04-07-2002
Toyota,15500,crossover,146,2.4,Gas,yes,2008,Rav 4,full,05-07-2002
BMW,15000,other,205,NA,Petrol,yes,2004,530,rear,08-07-2002
Volvo,23880,sedan,127,3,Petrol,yes,2011,S80,full,09-07-2002
BMW,13900,crossover,184,3,Gas,yes,2004,X5,full,10-07-2002
Nissan,15500,hatch,41,NA,Other,yes,2014,Leaf,full,11-07-2002
Mercedes-Benz,250000,other,6,5.5,Petrol,yes,2016,S 63 AMG,full,12-07-2002
Nissan,15000,hatch,22,NA,Other,yes,2014,Leaf,front,15-07-2002
Toyota,19800,crossover,252,4.2,Diesel,yes,2002,Land Cruiser 100,full,16-07-2002
Mercedes-Benz,249999,other,3,5.5,Petrol,yes,2016,S 63 AMG,full,17-07-2002
Porsche,18500,crossover,200,3.2,Gas,yes,2005,Cayenne,full,18-07-2002
Subaru,10900,crossover,160,3,Petrol,yes,2006,Tribeca,full,19-07-2002
Volkswagen,0,van,146,2.5,Diesel,yes,2009,T5 (Transporter) пасс.,full,22-07-2002
Bentley,55555,other,45,6,Petrol,yes,2005,Continental,full,23-07-2002
VAZ,3300,sedan,200,1.5,Gas,yes,2004,2115,front,24-07-2002
BMW,11400,sedan,206,3,Petrol,yes,2003,530,rear,25-07-2002
Ford,10066.485,hatch,1,1.25,Petrol,yes,2015,Fiesta,front,26-07-2002
Toyota,20800,sedan,49,3.5,Petrol,yes,2011,Camry,front,29-07-2002
Renault,6300,van,73,1.5,Diesel,yes,2008,Kangoo пасс.,front,30-07-2002
Mitsubishi,2600,other,200,2.4,Petrol,no,2002,Lancer,front,31-07-2002
Hyundai,21166.665,sedan,0,1.8,Petrol,yes,2015,Elantra,front,01-08-2002
SsangYong,11400,crossover,153,NA,Diesel,yes,2010,Kyron,full,02-08-2002
Toyota,18400,crossover,160,4.7,Gas,yes,2003,Land Cruiser 100,full,05-08-2002
Chevrolet,6700,hatch,88,1.6,Petrol,yes,2009,Lacetti,,06-08-2002
Volkswagen,51900,crossover,30,3,Diesel,yes,2015,Touareg,full,07-08-2002
Toyota,8300,sedan,140,3,Petrol,yes,2002,Camry,,08-08-2002
Hyundai,11200,crossover,78,2,Petrol,yes,2009,Tucson,full,09-08-2002
Audi,20500,sedan,155,3,Petrol,yes,2010,A6,full,12-08-2002
Hyundai,13800,other,57,1.6,Petrol,yes,2012,Elantra,front,13-08-2002
Mercedes-Benz,16800,other,266,3,Diesel,yes,2007,E-Class,rear,14-08-2002
Volkswagen,37900,crossover,73,3,Diesel,yes,2012,Touareg,full,16-08-2002
Volkswagen,8700,other,520,2.5,Diesel,yes,1999,T4 (Transporter) пасс.,front,19-08-2002
Mercedes-Benz,15200,sedan,195,3,Diesel,yes,2007,E-Class,rear,20-08-2002
Audi,2650,vagon,270,2.5,Diesel,no,2001,A6,front,21-08-2002
Toyota,14500,sedan,127,2.4,Gas,yes,2008,Camry,front,22-08-2002
Ford,5700,hatch,190,1.2,Petrol,yes,2008,Fiesta,front,23-08-2002
BMW,13500,sedan,233,3,Diesel,yes,2003,530,rear,26-08-2002
Mercedes-Benz,31900,sedan,97,2.2,Diesel,yes,2011,E-Class,rear,27-08-2002
Mazda,0,sedan,350,2,Other,yes,2003,6,,28-08-2002
Mercedes-Benz,11800,sedan,167,3.2,Diesel,yes,2003,E-Class,rear,29-08-2002
Audi,6399,vagon,230,2.5,Diesel,yes,1999,A6,front,30-08-2002
Skoda,8800,sedan,140,1.8,Petrol,yes,2007,Superb,front,02-09-2002
Audi,3800,sedan,270,2.5,Diesel,no,2000,A6,front,03-09-2002
Mercedes-Benz,3550,sedan,274,3.2,Diesel,no,2002,E-Class,,04-09-2002
Mercedes-Benz,39900,crossover,127,5.5,Petrol,yes,2010,GL 550,full,05-09-2002
Porsche,49900,crossover,73,3,Diesel,yes,2011,Cayenne,full,06-09-2002
Porsche,50900,crossover,53,3.6,Petrol,yes,2013,Cayenne,full,09-09-2002
Volvo,10200,sedan,143,2.4,Other,yes,2006,S80,front,11-09-2002
Mitsubishi,11700,crossover,197,3,Gas,yes,2006,Pajero Sport,full,12-09-2002
Ford,1250,hatch,250,2,Petrol,yes,1986,Scorpio,rear,13-09-2002
Volkswagen,20600,sedan,107,1.8,Petrol,yes,2012,Passat CC,front,16-09-2002
Mercedes-Benz,9200,sedan,172,2.8,Petrol,yes,1997,E-Class,rear,17-09-2002
Mercedes-Benz,26800,vagon,160,2.2,Diesel,yes,2014,E-Class,rear,18-09-2002
Land Rover,26700,crossover,171,3.6,Diesel,yes,2008,Range Rover Sport,full,19-09-2002
Volkswagen,25999,sedan,60,1.8,Petrol,yes,2014,Passat B7,front,20-09-2002
Volkswagen,7600,van,158,2,Diesel,yes,2009,Caddy груз.,front,23-09-2002
Hyundai,9300,sedan,90,1.6,Petrol,yes,2011,Elantra,front,24-09-2002
Mercedes-Benz,140000,crossover,88,5.46,Petrol,yes,2013,G 63 AMG,full,25-09-2002
Skoda,5200,vagon,175,1.4,Petrol,yes,2004,Fabia,front,27-09-2002
Ford,19000,sedan,21,2,Petrol,yes,2012,Mondeo,front,30-09-2002
BMW,21500,other,72,3,Petrol,yes,2007,Z4,rear,01-10-2002
Toyota,24800,crossover,90,4,Petrol,yes,2008,FJ Cruiser,full,03-10-2002
Mercedes-Benz,46700,sedan,115,5.5,Petrol,yes,2011,S 500,full,04-10-2002
Subaru,9999,sedan,76,2,Petrol,yes,2008,Legacy,full,07-10-2002
Ford,19500,hatch,35,2.3,Petrol,yes,2013,Mondeo,front,08-10-2002
BMW,86999,crossover,0,3,Diesel,yes,2016,X6,full,09-10-2002
Toyota,37600,crossover,126,4.7,Petrol,yes,2008,Land Cruiser 200,full,10-10-2002
Kia,18700,other,87,2.2,Diesel,yes,2010,Sorento,full,11-10-2002
BMW,2450,sedan,328,2.5,Diesel,no,1996,525,rear,14-10-2002
Fiat,7800,van,1,NA,Diesel,yes,2010,Doblo пасс.,,16-10-2002
Skoda,12300,other,102,1.8,Petrol,yes,2010,Octavia A5,front,17-10-2002
Volkswagen,19900,other,112,2,Petrol,yes,2012,Passat CC,front,18-10-2002
Porsche,16900,crossover,120,3.2,Petrol,yes,2005,Cayenne,full,21-10-2002
Volkswagen,20900,sedan,82,2,Diesel,yes,2012,Passat B7,front,22-10-2002
Hyundai,10500,crossover,120,2.7,Petrol,yes,2006,Tucson,full,23-10-2002
BMW,17900,other,98,3,Petrol,yes,2007,Z4,rear,24-10-2002
Toyota,19000,crossover,263,4.2,Diesel,yes,2001,Land Cruiser 100,full,25-10-2002
Audi,55000,crossover,65,2.99,Diesel,yes,2013,A6 Allroad,full,28-10-2002
Mercedes-Benz,124999,crossover,0,3,Diesel,yes,2016,GLS 350,full,29-10-2002
Bentley,222222,other,0,6,Petrol,yes,2015,Continental,full,30-10-2002
Renault,7499,van,123,1.5,Diesel,yes,2009,Kangoo пасс.,front,31-10-2002
Volkswagen,6500,vagon,101,2,Diesel,yes,2011,Passat B6,front,01-11-2002
Honda,10999,sedan,130,1.8,Petrol,yes,2007,Civic,front,04-11-2002
Subaru,13000,crossover,110,3,Petrol,yes,2006,Tribeca,full,05-11-2002
Volkswagen,0,van,207,2,Diesel,yes,2012,T5 (Transporter) груз,front,07-11-2002
Hyundai,28888,crossover,20,2.2,Diesel,yes,2013,Santa FE,full,08-11-2002
Volkswagen,0,van,239,2,Diesel,yes,2012,T5 (Transporter) пасс.,front,11-11-2002
Mercedes-Benz,21000,crossover,135,3.5,Petrol,yes,2007,ML 350,full,12-11-2002
Mercedes-Benz,39900,sedan,29,6.3,Petrol,yes,2007,S 63 AMG,rear,13-11-2002
